parameter,Estimate,Naive SE,Robust SE,95%L,95%H,t value,pvalue,feature,qvalue,neg_log10_pvalue,neg_log10_qvalue
disease,-0.2429543457526977,0.252951157433275,0.290663290350751,-0.8156840349002328,0.3297753433948374,-0.8358618161224224,0.4041077467814153,Bin 87,0.4991919224946895,0.393502824013741,0.3017324506580956
disease,0.05838465685590535,0.06468339650863388,0.07134246103469218,-0.08219018313201545,0.19895949684382613,0.8183717804115875,0.4139994127924926,Bin 140,0.5076781120375091,0.3830002748722437,0.29441156030278764
disease,-0.06435941353828352,0.07405284832945878,0.08110113687576098,-0.22416297475275615,0.09544414767618914,-0.7935698070037644,0.4282710105551763,Bin 61,0.5180060862927207,0.3682813217790426,0.2856651374983665
disease,0.16188691334138788,0.22377442383840374,0.20413876780747522,-0.24035284967873805,0.5641266763615137,0.79302385862378,0.428588369016001,Bin 117,0.5180060862927207,0.36795961897013435,0.2856651374983665
disease,-0.08221864121093737,0.13136604425697895,0.10824799460975665,-0.2955130005670046,0.13107571814512983,-0.7595396247971399,0.448314408982187,Bin 159,0.5379772907786243,0.34841730253307146,0.2692360564854467
disease,-0.06743060077468654,0.08167712307096633,0.09029593785472743,-0.24535181110853074,0.11049060955915765,-0.7467733585443481,0.4559697453285147,Bin 109,0.543077243599598,0.34106397284605755,0.2651383949355651
disease,0.0859841494198049,0.12465405414876958,0.11592773543375817,-0.14244254938496373,0.31441084822457355,0.7417047275018736,0.4590295749472792,Bin 47,0.543077243599598,0.3381593322783715,0.2651383949355651
disease,0.06441794825359624,0.09133798371550526,0.08775429970517888,-0.10849515931790782,0.23733105582510028,0.7340717032671457,0.4636592543457071,Bin 54,0.5439112753989829,0.3338010675511001,0.2644719380724868
disease,-0.12060086061228216,0.1299306386733773,0.16523267330332445,-0.4461791526072304,0.2049774313826661,-0.7298850657151214,0.4662096646276996,Bin 103,0.5439112753989829,0.33141872770310005,0.2644719380724868
disease,1.0182832588358075,2.255918313287667,1.4728672151074285,-1.8838884644875387,3.920454982159153,0.6913612092054989,0.4900419194250481,Bin 106,0.564860405273884,0.30976676773415196,0.24805886671124236
disease,0.05352333236044633,0.09284282339875916,0.07756909336055905,-0.09932060838707273,0.2063672731079654,0.690008482007873,0.4908905902975421,Bin 108,0.564860405273884,0.3090152926526681,0.24805886671124236
disease,0.9445167107042106,2.169285240468383,1.4139901787784428,-1.841642334602808,3.730675756011229,0.667979682518153,0.5048221709700378,Bin 68,0.5769396239657575,0.29686157983661693,0.23886963285893015
disease,0.01590017050079052,0.030309469140273954,0.025980761775794278,-0.03529292511754776,0.0670932661191288,0.6119978558752026,0.5411489830209832,Bin 82,0.6142772239697648,0.26668315338416654,0.21163558705326102
disease,0.12650046452750566,0.2898912749798995,0.22522532939355305,-0.3172887485377608,0.570289677592772,0.5616618027293987,0.5748981388579448,Bin 168,0.646057184577455,0.24040909731164029,0.18972903951684134
disease,-0.2065318614153385,0.47617801031089374,0.36958932601757244,-0.9347792419044874,0.5217155190738103,-0.5588144648028033,0.5768367719441563,Bin 64,0.646057184577455,0.23894706218702294,0.18972903951684134
disease,-0.10354936204759094,0.24022035328736402,0.19289899520083956,-0.4836420164207346,0.27654329232555264,-0.5368061245719764,0.5919249642939239,Bin 97,0.6585655231879418,0.2277333433758973,0.1814010089432039
disease,0.2027523215040182,0.552014952053647,0.44252947103552853,-0.6692180125514346,1.074722655559471,0.4581668222673924,0.6472689654860296,Bin 102,0.7154025408003485,0.18891521553927249,0.14544952175818224
disease,-0.010432572873446842,0.03265862782949772,0.026022342196147557,-0.061707599516493544,0.040842453769599864,-0.4009082962175218,0.68886308650869,Bin 111,0.7563986832252282,0.1618670867750756,0.12124923586681158
disease,0.03822822212812364,0.1296741294390186,0.11595805241526326,-0.1902582139601951,0.2667146582164424,0.329672854380329,0.7419498412011882,Bin 92,0.8093998267649326,0.12962545378547274,0.09183689289607294
disease,-0.049730450537586804,0.2028882545563786,0.1579848963463889,-0.36102755470676184,0.2615666536315882,-0.314779777609567,0.7532167453134042,Bin 157,0.8163897626622704,0.12308003342917843,0.08810244987360707
disease,0.006939769967006903,0.027959281468273717,0.027983938696044926,-0.048200431918029946,0.06207997185204373,0.247991179597164,0.8043644324246353,Bin 1,0.8662386195342225,0.09454714138611826,0.06236245801471704
disease,-0.031307826715945244,0.13245694374599126,0.13233709587700945,-0.2920679099478708,0.22945225651598034,-0.2365763470058456,0.8131978766546498,Bin 124,0.8701735240635743,0.08980376402117644,0.06039413470454734
disease,-0.020731408176765463,0.11670699467682288,0.14492828689375176,-0.30630146623665755,0.2648386498831266,-0.1430459755034836,0.8863802086291257,Bin 80,0.942092158808913,0.052379949568621964,0.025906610896657974
disease,-0.04275803924301893,0.28261829229842367,0.31937707741860316,-0.6720660404359954,0.5865499619499576,-0.1338794868705513,0.893615968653968,Bin 130,0.942092158808913,0.04884907910872168,0.025906610896657974
disease,0.016598260645570333,0.13995918992255518,0.12836558549657584,-0.2363362664148582,0.2695327877059988,0.1293045996819224,0.89723062743706,Bin 40,0.942092158808913,0.04709590996659605,0.025906610896657974
disease,-0.02971311238942964,0.2893609471096855,0.24999427427751986,-0.5223076289616791,0.4628814041828198,-0.1188551716846321,0.9054947494056536,Bin 81,0.9448640863363341,0.04311406363900356,0.024630657944990426
disease,0.020142254258279785,0.3954813964093164,0.38331203353009774,-0.735144667407283,0.7754291759238425,0.0525479309187881,0.9581381154171176,Bin 166,0.9936247122844182,0.018571882946444608,0.0027776157632127176
disease,-0.0013503748921265646,0.03823827925457652,0.03746604728789522,-0.0751743434809678,0.07247359369671466,-0.0360426303247327,0.9712799027301038,Bin 19,0.9954903054039522,0.012655597389724601,0.0019629649987703804
disease,-0.004822768818722615,0.1454365205861699,0.1612889936691087,-0.3226303429900466,0.3129848053526014,-0.0299014130413432,0.9761718361135044,Bin 120,0.9954903054039522,0.01047372648582706,0.0019629649987703804
disease,-0.006190570848551169,0.21529179920383765,0.22136022785704337,-0.44236389819650695,0.42998275649940454,-0.0279660484111405,0.977713692807453,Bin 23,0.9954903054039522,0.009788302510726979,0.0019629649987703804
disease,-0.0006455972978460049,0.09858442453551844,0.08840665213093332,-0.17484411522015883,0.1735529206244668,-0.0073025873312095,0.9941798155887612,Bin 52,0.9996106876727168,0.002535058404228269,0.00016910911574404922
disease,-0.0006638758342727573,0.12438513426578796,0.11686286601856272,-0.2309331776333898,0.2296054259648443,-0.0056808108246062,0.9954723604601056,Bin 31,0.9996106876727168,0.001970793764446905,0.00016910911574404922
disease,-4.0428504917721586e-05,0.08042237167119017,0.0827662676421563,-0.1631250020036619,0.16304414499382644,-0.0004884659665036013,0.9996106876727168,Bin 78,0.9996106876727168,0.00016910911574404922,0.00016910911574404922
