parameter,Estimate,Naive SE,Robust SE,95%L,95%H,t value,pvalue,feature,fold_change,qvalue,neg_log10_pvalue,neg_log10_qvalue
adenoma,-3.94420885132131,3.358721409600848,1.873486865957549,-7.63029335861598,-0.2581243440266401,-2.105277022748384,0.0360561818983829,Bin 13,-0.4990814229930607,0.6540225355819586,1.4430202639767755,0.1844072869811257
adenoma,6.494945546225799,2.014230767998084,3.1285873027729547,0.3394515334209531,12.650439559030644,2.075999458435808,0.038702265447431,Bin 2394,0.8271635372560576,0.6540225355819586,1.4122636126936938,0.1844072869811257
adenoma,-0.1414732932357927,0.1323943568771645,0.068402191319524,-0.2760545717434675,-0.0068920147281179,-2.0682567401230605,0.0394291610163804,Bin 235,-1.0,0.6540225355819586,1.4041824638558387,0.1844072869811257
adenoma,-0.3865220402810283,0.362571594435091,0.1873243856804571,-0.7550826789713401,-0.0179614015907166,-2.063383466477065,0.0398926155980513,Bin 679,-0.9999999999999996,0.6540225355819586,1.3991074878175045,0.1844072869811257
adenoma,-1.6361516936573917,1.485670565574267,0.7976341006466299,-3.205496402877296,-0.066806984437487,-2.051255948474355,0.0410661580610372,Bin 1986,-0.8357086409132055,0.6540225355819586,1.3865159256084514,0.1844072869811257
adenoma,-0.3938123035644232,0.3745849240725341,0.1935311311311509,-0.7745847109424384,-0.0130398961864081,-2.034878322999864,0.0426975108194118,Bin 2457,-0.9999999999999997,0.6540225355819586,1.3695974427479147,0.1844072869811257
adenoma,-0.5763432685317981,0.5558257068099205,0.2871700670202772,-1.141350237214866,-0.01133629984873,-2.0069754292709834,0.0456036828404459,Bin 825,-1.0000000000000004,0.6540225355819586,1.341000083372882,0.1844072869811257
adenoma,-0.5057125390977182,0.4678305232672932,0.2522908542587015,-1.002094673455424,-0.0093304047400122,-2.004482249598931,0.0458713192401702,Bin 1466,-0.8070052417149901,0.6540225355819586,1.3384587695587216,0.1844072869811257
adenoma,-0.3514161584737842,0.3231102743821756,0.1761896519949099,-0.6980692139955478,-0.0047631029520207,-1.9945334728508148,0.0469525686826374,Bin 2442,-0.8568189010810153,0.6540225355819586,1.3283406433514495,0.1844072869811257
adenoma,-0.766416579313917,0.7438777465013106,0.3843280720924411,-1.522581876226373,-0.0102512824014612,-1.9941727783277132,0.046992170872601,Bin 804,-1.0000000000000002,0.6540225355819586,1.3279744916398653,0.1844072869811257
